inputNum,beerNum,RecipeName,MashStep,HeatSource,TargetTemp,Time
102200,301033,Smoked Bitter,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102201,301038,NNN Imperial Stout 2,Saccharification Rest,Infusion,"
68.0
°C
",40 min
102202,301038,NNN Imperial Stout 2,Saccharification Rest,Infusion,"
72.0
°C
",20 min
102203,301045,Golden grist brett saison,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102204,301049,메모리즈 N0.3뎅유지 페일에일,Protein Rest,Decoction,"
55.0
°C
",15 min
102205,301049,메모리즈 N0.3뎅유지 페일에일,Dextrinization Rest,Decoction,"
68.0
°C
",60 min
102206,301049,메모리즈 N0.3뎅유지 페일에일,Mash-Out,Decoction,"
78.0
°C
",15 min
102207,301063,Pre-Prohibition Porter,Saccharification Rest,Infusion,"
151.0
°F
",60 min
102208,301063,Pre-Prohibition Porter,Mash-Out,Infusion,"
170.0
°F
",10 min
102209,301085,Slowhammer Baltic Porter,Dextrinization Rest,Infusion,"
154.0
°F
",60 min
102210,301085,Slowhammer Baltic Porter,Mash-Out,Decoction,"
170.0
°F
",10 min
102211,301089,Citra Pale,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102212,301089,Citra Pale,Mash-Out,Infusion,"
168.0
°F
",10 min
102213,301136,Karmeleit,Saccharification Rest,Decoction,"
152.0
°F
",90 min
102214,301153,Indian Summer IPA,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102215,301155,Persephone Dry Irish Sout,Saccharification Rest,Infusion,"
148.0
°F
",60 min
102216,301170,Ol' Smoky Porter,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102217,301172,Midnight Moon Coffee Stout,Acid Rest,Direct Heat,"
155.0
°F
",60 min
102218,301192,Riwaka Golden Ale,Saccharification Rest,Infusion,"
68.0
°C
",60 min
102219,301194,turbo nitro smoke,Acid Rest,Direct Heat,"
52.0
°C
",15 min
102220,301194,turbo nitro smoke,Acid Rest,Decoction,"
62.0
°C
",45 min
102221,301194,turbo nitro smoke,Acid Rest,Decoction,"
72.0
°C
",30 min
102222,301194,turbo nitro smoke,Acid Rest,Decoction,"
78.0
°C
",5 min
102223,301202,Oatmeal Stout,Saccharification Rest,Infusion,"
155.0
°F
",90 min
102224,301202,Oatmeal Stout,Mash-Out,Infusion,"
168.0
°F
",10 min
102225,301231,"So long, Brain Cells!",Saccharification Rest,Infusion,"
154.0
°F
",60 min
102226,301231,"So long, Brain Cells!",Mash-Out,Infusion,"
170.0
°F
",10 min
102227,301235,Pumpkin Ale,Beta-Glucan Rest,Infusion,"
120.0
°F
",20 min
102228,301235,Pumpkin Ale,Saccharification Rest,Direct Heat,"
140.0
°F
",20 min
102229,301235,Pumpkin Ale,Saccharification Rest,Direct Heat,"
156.0
°F
",20 min
102230,301235,Pumpkin Ale,Mash-Out,Direct Heat,"
170.0
°F
",10 min
102231,301239,West Coast Red,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102232,301240,Vanilla oatmeal stout,Beta-Glucan Rest,Direct Heat,"
40.0
°C
",15 min
102233,301240,Vanilla oatmeal stout,Protein Rest,Direct Heat,"
52.0
°C
",20 min
102234,301240,Vanilla oatmeal stout,Maltose Rest,Direct Heat,"
64.0
°C
",60 min
102235,301240,Vanilla oatmeal stout,Mash-Out,Direct Heat,"
78.0
°C
",10 min
102236,301245,Roxanne ala Red Ale,Maltose Rest,Infusion,"
66.0
°C
",90 min
102237,301248,Batch 161030,Dextrinization Rest,Infusion,"
170.0
°F
",15 min
102238,301248,Batch 161030,Saccharification Rest,Infusion,"
145.0
°F
",120 min
102239,301266,Drumpf Stout,Saccharification Rest,Infusion,"
155.0
°F
",60 min
102240,301266,Drumpf Stout,Mash-Out,Infusion,"
168.0
°F
",10 min
102241,301273,20161031-Unnibeer-1,Protein Rest,Direct Heat,"
50.0
°C
",20 min
102242,301273,20161031-Unnibeer-1,Maltose Rest,Direct Heat,"
60.0
°C
",20 min
102243,301273,20161031-Unnibeer-1,Dextrinization Rest,Direct Heat,"
65.0
°C
",45 min
102244,301273,20161031-Unnibeer-1,Saccharification Rest,Direct Heat,"
70.0
°C
",15 min
102245,301273,20161031-Unnibeer-1,Mash-Out,Direct Heat,"
76.0
°C
",10 min
102246,301281,Black IPA,Maltose Rest,Direct Heat,"
64.0
°C
",70 min
102247,301281,Black IPA,Mash-Out,Direct Heat,"
77.0
°C
",10 min
102248,301283,APA #1,Maltose Rest,Direct Heat,"
66.0
°C
",60 min
102249,301283,APA #1,Mash-Out,Decoction,"
77.0
°C
",10 min
102250,301284,APA #2,Maltose Rest,Decoction,"
64.0
°C
",60 min
102251,301284,APA #2,Mash-Out,Decoction,"
77.0
°C
",10 min
102252,301285,Chris Kolsch,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102253,301286,Chocolate Imp. Stout,Protein Rest,Direct Heat,"
52.0
°C
",30 min
102254,301286,Chocolate Imp. Stout,Maltose Rest,Direct Heat,"
66.0
°C
",60 min
102255,301286,Chocolate Imp. Stout,Mash-Out,Direct Heat,"
78.0
°C
",10 min
102256,301288,Pumpkin Spice,Saccharification Rest,Decoction,"
153.0
°F
",45 min
102257,301293,Pumpkin Ale 30L - Empório Homebrew,Saccharification Rest,Direct Heat,"
65.0
°C
",60 min
102258,301293,Pumpkin Ale 30L - Empório Homebrew,Saccharification Rest,Direct Heat,"
70.0
°C
",15 min
102259,301300,John MexiCake Stout,Saccharification Rest,Direct Heat,"
150.0
°F
",75 min
102260,301322,Saturnale II,Saccharification Rest,Decoction,"
143.6
°F
",50 min
102261,301322,Saturnale II,Dextrinization Rest,Decoction,"
161.6
°F
",10 min
102262,301322,Saturnale II,Mash-Out,Decoction,"
172.0
°F
",10 min
102263,301325,Tripel,Saccharification Rest,Infusion,"
152.0
°F
",75 min
102264,301339,Mishmash Pale Ale,Saccharification Rest,Decoction,"
152.0
°F
",60 min
102265,301348,Dark Mild,Saccharification Rest,Infusion,"
155.0
°F
",75 min
102266,301352,New World IPA,Beta-Glucan Rest,Decoction,"
63.0
°C
",45 min
102267,301352,New World IPA,Protein Rest,Decoction,"
68.0
°C
",30 min
102268,301353,Snpa Clone,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102269,301356,Ol' Oatty,Saccharification Rest,Infusion,"
154.0
°F
",60 min
102270,301371,Something Simple Vienna-Rye,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102271,301393,Pale Ale 40L - Emporio Homebrew,Saccharification Rest,Direct Heat,"
68.0
°C
",60 min
102272,301393,Pale Ale 40L - Emporio Homebrew,Mash-Out,Direct Heat,"
72.0
°C
",15 min
102273,301402,Barrel Ferment Session Yarrow,Saccharification Rest,Infusion,"
156.0
°F
",60 min
102274,301402,Barrel Ferment Session Yarrow,Mash-Out,Infusion,"
164.0
°F
",5 min
102275,301407,Dank Juice,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102276,301433,Red-Ryeding Hood,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102277,301435,Homage to Chimay Tripel,Maltose Rest,Direct Heat,"
63.0
°C
",60 min
102278,301435,Homage to Chimay Tripel,Dextrinization Rest,Direct Heat,"
72.0
°C
",15 min
102279,301435,Homage to Chimay Tripel,Mash-Out,Direct Heat,"
77.0
°C
",10 min
102280,301439, Drunken Monk (v3),Protein Rest,Direct Heat,"
55.0
°C
",15 min
102281,301439, Drunken Monk (v3),Maltose Rest,Direct Heat,"
60.0
°C
",40 min
102282,301439, Drunken Monk (v3),Saccharification Rest,Direct Heat,"
70.0
°C
",20 min
102283,301439, Drunken Monk (v3),Mash-Out,Direct Heat,"
77.0
°C
",5 min
102284,301460,Stan's Dubbel,Saccharification Rest,Infusion,"
64.0
°C
",90 min
102285,301460,Stan's Dubbel,Mash-Out,Decoction,"
73.0
°C
",30 min
102286,301462,Pliny Clone,Saccharification Rest,Direct Heat,"
151.0
°F
",60 min
102287,301487,Baltic Porter (DR),Saccharification Rest,Infusion,"
155.0
°F
",60 min
102288,301488,Dry Coffee Stout,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102289,301500,"Three Wazoos, One Barrel - Sour Old Ale",Saccharification Rest,Infusion,"
155.0
°F
",60 min
102290,301517,Dino DNA Amber,Saccharification Rest,Direct Heat,"
153.0
°F
",45 min
102291,301517,Dino DNA Amber,Mash-Out,Direct Heat,"
170.0
°F
",10 min
102292,301519,Hopped up Hefe,Saccharification Rest,Infusion,"
155.0
°F
",75 min
102293,301525,20161128-Imperial Stout,Protein Rest,Direct Heat,"
50.0
°C
",20 min
102294,301525,20161128-Imperial Stout,Maltose Rest,Direct Heat,"
60.0
°C
",20 min
102295,301525,20161128-Imperial Stout,Beta-Glucan Rest,Direct Heat,"
65.0
°C
",30 min
102296,301525,20161128-Imperial Stout,Saccharification Rest,Direct Heat,"
72.0
°C
",40 min
102297,301525,20161128-Imperial Stout,Mash-Out,Direct Heat,"
78.0
°C
",10 min
102298,301533,Pivovarium IPA,Maltose Rest,Direct Heat,"
66.0
°C
",60 min
102299,301534,Pivovarium Porter,Maltose Rest,Direct Heat,"
68.0
°C
",80 min
102300,301557,Captain Cooks Highlanders,Saccharification Rest,Infusion,"
157.0
°F
",30 min
102301,301557,Captain Cooks Highlanders,Protein Rest,Infusion,"
144.0
°F
",12 min
102302,301563,Delusional with Love,Saccharification Rest,Infusion,"
148.0
°F
",60 min
102303,301563,Delusional with Love,Saccharification Rest,Infusion,"
152.0
°F
",15 min
102304,301566,skawttie batch #1,Saccharification Rest,Infusion,"
146.0
°F
",60 min
102305,301571,The Ire of The Reddish Ale,Saccharification Rest,Infusion,"
152.0
°F
",45 min
102306,301581,K - Trapist blond ale,Protein Rest,Direct Heat,"
55.0
°C
",10 min
102307,301581,K - Trapist blond ale,Saccharification Rest,Direct Heat,"
64.0
°C
",60 min
102308,301581,K - Trapist blond ale,Saccharification Rest,Direct Heat,"
72.0
°C
",20 min
102309,301581,K - Trapist blond ale,Mash-Out,Direct Heat,"
78.0
°C
",15 min
102310,301591,EIPA2,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102311,301591,EIPA2,Mash-Out,Infusion,"
168.0
°F
",10 min
102312,301612,Réunion Porter,Dextrinization Rest,Direct Heat,"
66.0
°C
",60 min
102313,301612,Réunion Porter,Mash-Out,Decoction,"
77.0
°C
",10 min
102314,301613,AU RYE IPA,Beta-Glucan Rest,Infusion,"
55.0
°C
",0 min
102315,301613,AU RYE IPA,Saccharification Rest,Infusion,"
68.0
°C
",90 min
102316,301613,AU RYE IPA,Mash-Out,Infusion,"
78.0
°C
",10 min
102317,301614,Kölschner,Saccharification Rest,Infusion,"
156.0
°F
",75 min
102318,301629,Creamsicle Porter,Mash-Out,Decoction,"
152.0
°F
",60 min
102319,301633,Tartlet,Protein Rest,Infusion,"
148.0
°F
",60 min
102320,301633,Tartlet,Acid Rest,Infusion,"
148.0
°F
",45 min
102321,301635,A Ginger Scotsman,Saccharification Rest,Direct Heat,"
156.0
°F
",60 min
102322,301635,A Ginger Scotsman,Mash-Out,Direct Heat,"
168.0
°F
",10 min
102323,301641,APA final,Saccharification Rest,Infusion,"
70.0
°C
",45 min
102324,301659,St. Bartlett,Protein Rest,Direct Heat,"
128.0
°F
",20 min
102325,301659,St. Bartlett,Saccharification Rest,Direct Heat,"
148.0
°F
",90 min
102326,301659,St. Bartlett,Mash-Out,Direct Heat,"
170.0
°F
",10 min
102327,301669,chinook citra apa 180L,Saccharification Rest,Decoction,"
66.0
°C
",60 min
102328,301669,chinook citra apa 180L,Mash-Out,Decoction,"
75.0
°C
",20 min
102329,301669,chinook citra apa 180L,Protein Rest,Decoction,"
55.0
°C
",20 min
102330,301670,Wit - 25L EHB,Protein Rest,Direct Heat,"
36.0
°C
",15 min
102331,301670,Wit - 25L EHB,Protein Rest,Direct Heat,"
47.0
°C
",15 min
102332,301670,Wit - 25L EHB,Saccharification Rest,Direct Heat,"
62.0
°C
",40 min
102333,301670,Wit - 25L EHB,Saccharification Rest,Direct Heat,"
71.0
°C
",20 min
102334,301670,Wit - 25L EHB,Mash-Out,Direct Heat,"
76.0
°C
",15 min
102335,301675,Softer Jucier Uglier variant,Saccharification Rest,Infusion,"
155.0
°F
",45 min
102336,301681,Shelfish Indulgence,Beta-Glucan Rest,Infusion,"
115.0
°F
",15 min
102337,301681,Shelfish Indulgence,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102338,301686,Dark Sour Base v1.0,Saccharification Rest,Infusion,"
156.0
°F
",60 min
102339,301688,Leftover Stout,Saccharification Rest,Infusion,"
156.0
°F
",60 min
102340,301689,#21 Coopers II,Saccharification Rest,Direct Heat,"
65.0
°C
",60 min
102341,301728,Juniper Saison,Saccharification Rest,Infusion,"
150.0
°F
",90 min
102342,301734,American Stout 002,Saccharification Rest,Infusion,"
155.0
°F
",60 min
102343,301735,Kona Big Wave,Saccharification Rest,Decoction,"
152.0
°F
",60 min
102344,301735,Kona Big Wave,Mash-Out,Decoction,"
168.0
°F
",15 min
102345,301737,Where's Wanda's Amber,Acid Rest,Infusion,"
66.0
°C
",60 min
102346,301738,Base Kolsch,Mash-Out,Direct Heat,"
150.0
°F
",90 min
102347,301745,#10A - Victory IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102348,301751,Belgian Wit - BCS,Saccharification Rest,Infusion,"
155.0
°F
",60 min
102349,301758,#12B - Irish Red,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102350,301763,Habañero Skull Pin,Saccharification Rest,Direct Heat,"
148.0
°F
",45 min
102351,301763,Habañero Skull Pin,Saccharification Rest,Direct Heat,"
156.0
°F
",15 min
102352,301763,Habañero Skull Pin,Mash-Out,Direct Heat,"
170.0
°F
",15 min
102353,301770,old money IPA,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102354,301810,Hopshed ANZAC,Saccharification Rest,Infusion,"
65.0
°C
",80 min
102355,301811,Coffee stout,Saccharification Rest,Infusion,"
68.0
°C
",60 min
102356,301828,AHA APA,Mash-Out,Infusion,"
153.0
°F
",60 min
102357,301829,Bitter 1.2,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102358,301829,Bitter 1.2,Mash-Out,Infusion,"
168.0
°F
",10 min
102359,301835,American brown,Acid Rest,Decoction,"
156.0
°F
",60 min
102360,301845,Nice (2016),Saccharification Rest,Infusion,"
149.0
°F
",90 min
102361,301848,Christmas Ale (2016),Saccharification Rest,Infusion,"
154.0
°F
",60 min
102362,301872,Oor Bukkit,Acid Rest,Infusion,"
69.0
°C
",90 min
102363,301872,Oor Bukkit,Mash-Out,Infusion,"
77.0
°C
",10 min
102364,301876,"Drier, Redder Irish Ale",Dextrinization Rest,Infusion,"
150.0
°F
",60 min
102365,301876,"Drier, Redder Irish Ale",Mash-Out,Infusion,"
170.0
°F
",1 min
102366,301885,Afternoon Nap,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102367,301901,Une p'tite gorgee d'eau salee,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102368,301915,RIS #4,Saccharification Rest,Infusion,"
149.0
°F
",90 min
102369,301938,Milk stout,Saccharification Rest,Direct Heat,"
152.0
°F
",70 min
102370,301946,Dark Kentucky Common,Maltose Rest,Decoction,"
150.0
°F
",60 min
102371,301948,Isän päiväolut,Beta-Glucan Rest,Direct Heat,"
35.0
°C
",20 min
102372,301948,Isän päiväolut,Maltose Rest,Direct Heat,"
66.0
°C
",55 min
102373,301948,Isän päiväolut,Maltose Rest,Direct Heat,"
71.0
°C
",30 min
102374,301948,Isän päiväolut,Mash-Out,Direct Heat,"
73.0
°C
",0 min
102375,301950,November 2016 hop harvest ale,Saccharification Rest,Infusion,"
66.0
°C
",60 min
102376,301962,Classic Helles November 2016,Saccharification Rest,Infusion,"
65.0
°C
",60 min
102377,301972,Aubel Belgian  Brown,Saccharification Rest,Infusion,"
142.0
°F
",20 min
102378,301972,Aubel Belgian  Brown,Saccharification Rest,Infusion,"
152.0
°F
",20 min
102379,301972,Aubel Belgian  Brown,Saccharification Rest,Infusion,"
158.0
°F
",20 min
102380,301975,House IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102381,301976,Hazy IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102382,302003,11/8/16 - Stout,Protein Rest,Infusion,"
135.0
°F
",15 min
102383,302003,11/8/16 - Stout,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
102384,302003,11/8/16 - Stout,Mash-Out,Direct Heat,"
170.0
°F
",15 min
102385,302023,AMERICAN LAGER,Saccharification Rest,Infusion,"
147.0
°F
",60 min
102386,302029,Oat to Joy III,Saccharification Rest,Infusion,"
152.0
°F
",75 min
102387,302043,Proving Grounds,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102388,302058,Slagathor Session IPA,Saccharification Rest,Decoction,"
67.0
°C
",60 min
102389,302075,Hoppy Belgian Pale Ale,Protein Rest,Infusion,"
132.0
°F
",10 min
102390,302075,Hoppy Belgian Pale Ale,Saccharification Rest,Direct Heat,"
146.0
°F
",45 min
102391,302075,Hoppy Belgian Pale Ale,Saccharification Rest,Direct Heat,"
152.0
°F
",15 min
102392,302075,Hoppy Belgian Pale Ale,Mash-Out,Direct Heat,"
170.0
°F
",10 min
102393,302077,Fall 2016 English Brown Ale,Saccharification Rest,Infusion,"
155.0
°F
",75 min
102394,302086,MosAle,Saccharification Rest,Decoction,"
65.0
°C
",60 min
102395,302108, Lupalin Hopfield,Saccharification Rest,Infusion,"
154.0
°F
",60 min
102396,302109,MZ1-20 Double Sunshine V3 (Citra Equinox IPA),Saccharification Rest,Infusion,"
152.0
°F
",60 min
102397,302109,MZ1-20 Double Sunshine V3 (Citra Equinox IPA),Mash-Out,Direct Heat,"
170.0
°F
",15 min
102398,302112,MO/MB SMaSH,Saccharification Rest,Infusion,"
154.0
°F
",60 min
102399,302112,MO/MB SMaSH,Mash-Out,Decoction,"
168.0
°F
",15 min
102400,302130,Reciprocal,Saccharification Rest,Infusion,"
151.0
°F
",60 min
102401,302131,Epiphany,Saccharification Rest,Infusion,"
154.0
°F
",60 min
102402,302134,Barbiculous the Roughly Adequate v.2,Saccharification Rest,Infusion,"
154.0
°F
",60 min
102403,302144,Citra DIPA,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
102404,302155,Session Saison,Saccharification Rest,Infusion,"
156.0
°F
",90 min
102405,302169,Wheat,Saccharification Rest,Infusion,"
66.0
°C
",60 min
102406,302170,American IPA 6 Gallons Batch 11/10/2016,Saccharification Rest,Infusion,"
155.0
°F
",60 min
102407,302170,American IPA 6 Gallons Batch 11/10/2016,Mash-Out,Infusion,"
170.0
°F
",10 min
102408,302171,Bell Curve American Lager Pilsner,Protein Rest,Direct Heat,"
122.0
°F
",15 min
102409,302171,Bell Curve American Lager Pilsner,Saccharification Rest,Direct Heat,"
149.0
°F
",60 min
102410,302171,Bell Curve American Lager Pilsner,Mash-Out,Direct Heat,"
175.0
°F
",15 min
102411,302178,Triple B (Base Blonde Beer),Saccharification Rest,Infusion,"
64.0
°C
",90 min
102412,302189,Wine Barrel Flemish Red,Saccharification Rest,Infusion,"
157.0
°F
",60 min
102413,302190,Oud Bruin,Saccharification Rest,Infusion,"
150.0
°F
",75 min
102414,302194,Pyle's Belgian-style Lambic,Saccharification Rest,Infusion,"
150.0
°F
",75 min
102415,302196,Zed's Dead Flemish Red,Saccharification Rest,Infusion,"
158.0
°F
",60 min
102416,302196,Zed's Dead Flemish Red,Mash-Out,Infusion,"
168.0
°F
",5 min
102417,302198,Modern Times Neverwhere,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102418,302199,Sour American,Saccharification Rest,Infusion,"
154.0
°F
",75 min
102419,302199,Sour American,Saccharification Rest,Infusion,"
169.0
°F
",15 min
102420,302210,Barley Wine ,Saccharification Rest,Decoction,"
152.0
°F
",60 min
102421,302210,Barley Wine ,Mash-Out,Decoction,"
170.0
°F
",10 min
102422,302217,Amarillo Ale 2016,Beta-Glucan Rest,Infusion,"
156.0
°F
",60 min
102423,302217,Amarillo Ale 2016,Mash-Out,Infusion,"
168.0
°F
",10 min
102424,302218,MumondaD ,Saccharification Rest,Infusion,"
147.0
°F
",70 min
102425,302218,MumondaD ,Saccharification Rest,Direct Heat,"
158.0
°F
",30 min
102426,302218,MumondaD ,Mash-Out,Direct Heat,"
170.0
°F
",0 min
102427,302218,MumondaD ,Mash-Out,Infusion,"
170.0
°F
",0 min
102428,302221,Beer,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102429,302221,Beer,Mash-Out,Direct Heat,"
170.0
°F
",15 min
102430,302226,Pale Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102431,302231,Coffee stout #2,Acid Rest,Decoction,"
62.0
°C
",45 min
102432,302231,Coffee stout #2,Acid Rest,Decoction,"
67.0
°C
",45 min
102433,302231,Coffee stout #2,Acid Rest,Decoction,"
72.0
°C
",10 min
102434,302243,Collaboration APA,Protein Rest,Direct Heat,"
63.1
°C
",25 min
102435,302243,Collaboration APA,Saccharification Rest,Infusion,"
66.5
°C
",35 min
102436,302253,Double IPA,Saccharification Rest,Infusion,"
156.0
°F
",75 min
102437,302262,Witbier - 40L Emporio Homebrew,Beta-Glucan Rest,Direct Heat,"
35.0
°C
",30 min
102438,302262,Witbier - 40L Emporio Homebrew,Protein Rest,Direct Heat,"
52.0
°C
",15 min
102439,302262,Witbier - 40L Emporio Homebrew,Saccharification Rest,Direct Heat,"
65.0
°C
",45 min
102440,302262,Witbier - 40L Emporio Homebrew,Saccharification Rest,Direct Heat,"
70.0
°C
",15 min
102441,302262,Witbier - 40L Emporio Homebrew,Mash-Out,Direct Heat,"
76.0
°C
",10 min
102442,302266,Belgian Tripel,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102443,302266,Belgian Tripel,Mash-Out,Infusion,"
170.0
°F
",10 min
102444,302273,Citra Pale Ale,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
102445,302289,American Blond Ale 22L Finais - Emporio Homebrew,Protein Rest,Direct Heat,"
56.0
°C
",15 min
102446,302289,American Blond Ale 22L Finais - Emporio Homebrew,Saccharification Rest,Direct Heat,"
65.0
°C
",45 min
102447,302289,American Blond Ale 22L Finais - Emporio Homebrew,Saccharification Rest,Direct Heat,"
70.0
°C
",15 min
102448,302289,American Blond Ale 22L Finais - Emporio Homebrew,Mash-Out,Direct Heat,"
76.0
°C
",10 min
102449,302290,Pils,Saccharification Rest,Direct Heat,"
66.0
°C
",60 min
102450,302290,Pils,Mash-Out,Direct Heat,"
76.0
°C
",5 min
102451,302291,Red's Faina Fabolous,Maltose Rest,Direct Heat,"
64.0
°C
",40 min
102452,302291,Red's Faina Fabolous,Dextrinization Rest,Direct Heat,"
67.0
°C
",20 min
102453,302291,Red's Faina Fabolous,Mash-Out,Direct Heat,"
75.0
°C
",10 min
102454,302294,Witbier 30L - Emporio Homebrew,Beta-Glucan Rest,Direct Heat,"
38.0
°C
",30 min
102455,302294,Witbier 30L - Emporio Homebrew,Protein Rest,Direct Heat,"
53.0
°C
",15 min
102456,302294,Witbier 30L - Emporio Homebrew,Saccharification Rest,Direct Heat,"
67.0
°C
",45 min
102457,302294,Witbier 30L - Emporio Homebrew,Saccharification Rest,Direct Heat,"
70.0
°C
",15 min
102458,302294,Witbier 30L - Emporio Homebrew,Mash-Out,Direct Heat,"
76.0
°C
",10 min
102459,302295,IPA from @beer_recipes,Saccharification Rest,Direct Heat,"
152.0
°F
",90 min
102460,302298,Gp,Saccharification Rest,Direct Heat,"
151.0
°F
",60 min
102461,302314,Imperial Chocolate Vanilla Oatmeal Stout,Beta-Glucan Rest,Direct Heat,"
40.0
°C
",20 min
102462,302314,Imperial Chocolate Vanilla Oatmeal Stout,Saccharification Rest,Direct Heat,"
66.0
°C
",60 min
102463,302314,Imperial Chocolate Vanilla Oatmeal Stout,Mash-Out,Direct Heat,"
78.0
°C
",5 min
102464,302336,Partigyle Tripel,Saccharification Rest,Infusion,"
150.0
°F
",60 min
102465,302345,Shorts One,Maltose Rest,Infusion,"
148.0
°F
",60 min
102466,302350,NZ Pale,Maltose Rest,Infusion,"
140.0
°F
",30 min
102467,302350,NZ Pale,Saccharification Rest,Infusion,"
154.0
°F
",45 min
102468,302350,NZ Pale,Mash-Out,Infusion,"
168.0
°F
",10 min
102469,302376,Speculoosity,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
102470,302376,Speculoosity,Mash-Out,Direct Heat,"
170.0
°F
",15 min
102471,302409,스컬핀 IPA,Acid Rest,Decoction,"
66.0
°C
",60 min
102472,302411,Blond 3,Beta-Glucan Rest,Decoction,"
55.0
°C
",15 min
102473,302411,Blond 3,Maltose Rest,Decoction,"
63.0
°C
",80 min
102474,302411,Blond 3,Dextrinization Rest,Decoction,"
68.0
°C
",10 min
102475,302411,Blond 3,Mash-Out,Decoction,"
72.0
°C
",10 min
102476,302422,Narcolepsy,Protein Rest,Infusion,"
56.0
°C
",15 min
102477,302422,Narcolepsy,Saccharification Rest,Infusion,"
63.0
°C
",45 min
102478,302422,Narcolepsy,Saccharification Rest,Infusion,"
67.0
°C
",45 min
102479,302422,Narcolepsy,Mash-Out,Infusion,"
76.0
°C
",15 min
102480,302423,Citra Potable Pale,Saccharification Rest,Infusion,"
149.0
°F
",60 min
102481,302429,#004 Simcoe IPA,Saccharification Rest,Direct Heat,"
67.0
°C
",60 min
102482,302429,#004 Simcoe IPA,Mash-Out,Direct Heat,"
77.0
°C
",10 min
102483,302441,Auld Alliance Peated Bière de Garde,Saccharification Rest,Direct Heat,"
152.0
°F
",90 min
102484,302441,Auld Alliance Peated Bière de Garde,Mash-Out,Direct Heat,"
170.0
°F
",0 min
102485,302465,Anniversary Ale 2017,Saccharification Rest,Infusion,"
154.0
°F
",75 min
102486,302488,Ska Vernal Minthe Stout,Saccharification Rest,Infusion,"
151.0
°F
",60 min
102487,302498,English Pale Ale 2016,Saccharification Rest,Infusion,"
154.0
°F
",90 min
102488,302508,7 Year Itch,Saccharification Rest,Infusion,"
153.0
°F
",60 min
102489,302519,crni donalde,Maltose Rest,Infusion,"
69.0
°C
",90 min
102490,302524,Maple-Bourbon Old Ale,Saccharification Rest,Direct Heat,"
153.0
°F
",60 min
102491,302525,606 Triple Fix,Saccharification Rest,Decoction,"
154.0
°F
",15 min
102492,302525,606 Triple Fix,Protein Rest,Decoction,"
131.0
°F
",10 min
102493,302525,606 Triple Fix,Saccharification Rest,Decoction,"
145.0
°F
",20 min
102494,302525,606 Triple Fix,Mash-Out,Decoction,"
172.0
°F
",10 min
102495,302534,Competition Porter,Saccharification Rest,Decoction,"
152.0
°F
",60 min
102496,302534,Competition Porter,Mash-Out,Decoction,"
168.0
°F
",10 min
102497,302535,Marstons (as opposed to Munich) Dunkel,Saccharification Rest,Decoction,"
154.0
°F
",60 min
102498,302537,Sly Fox Altbier,Saccharification Rest,Infusion,"
152.0
°F
",60 min
102499,302541,NEPA,Saccharification Rest,Infusion,"
65.0
°C
",90 min
102500,302542,London Porter,Saccharification Rest,Direct Heat,"
67.0
°C
",60 min
102501,302552,"Stout Stout, Let It All Out!",Maltose Rest,Infusion,"
149.0
°F
",60 min
102502,302553,English Porter,Maltose Rest,Decoction,"
70.0
°C
",60 min
102503,302553,English Porter,Mash-Out,Decoction,"
78.0
°C
",15 min
102504,302554,Imperial stout,Protein Rest,Decoction,"
50.0
°C
",25 min
102505,302554,Imperial stout,Maltose Rest,Decoction,"
65.0
°C
",25 min
102506,302554,Imperial stout,Saccharification Rest,Decoction,"
70.0
°C
",35 min
102507,302554,Imperial stout,Mash-Out,Decoction,"
75.0
°C
",10 min
102508,302559,Galaxy Unicorn Mosaic,Dextrinization Rest,Infusion,"
152.0
°F
",60 min
